App ID	#fMS	#f1818	#fThomas	#f1823	#f1831
C15_app1	<lb n="c56-0108__main__1"/><milestone spanTo="#c56-0108.08" unit="tei:head"/>Chap. 13<shi rend="underline"></shi><lb n="c56-0108__main__2"/> Nothing	<milestone n="8" type="start" unit="chapter"/><head sID="novel1_letter4_chapter8_div4_div9_head1"/>CHAPTER I.<head eID="novel1_letter4_chapter8_div4_div9_head1"/><p sID="novel1_letter4_chapter8_div4_div9_p1"/>N<hi sID="novel1_letter4_chapter8_div4_div9_p1_hi1"/>OTHING<hi eID="novel1_letter4_chapter8_div4_div9_p1_hi1"/>	<milestone n="8" type="start" unit="chapter"/><head sID="novel1_letter4_chapter8_div4_div9_head1"/>CHAPTER I.<head eID="novel1_letter4_chapter8_div4_div9_head1"/><p sID="novel1_letter4_chapter8_div4_div9_p1"/>N<hi sID="novel1_letter4_chapter8_div4_div9_p1_hi1"/>OTHING<hi eID="novel1_letter4_chapter8_div4_div9_p1_hi1"/>	<milestone n="8" type="start" unit="chapter"/><head sID="novel1_letter4_chapter8_div4_div8_head1"/>CHAPTER VIII.<head eID="novel1_letter4_chapter8_div4_div8_head1"/><p sID="novel1_letter4_chapter8_div4_div8_p1"/>N<hi sID="novel1_letter4_chapter8_div4_div8_p1_hi1"/>OTHING<hi eID="novel1_letter4_chapter8_div4_div8_p1_hi1"/>	<milestone n="9" type="start" unit="chapter"/><head sID="novel1_letter4_chapter9_div4_div9_head1"/>CHAPTER IX.<head eID="novel1_letter4_chapter9_div4_div9_head1"/><p sID="novel1_letter4_chapter9_div4_div9_p1"/>N<hi sID="novel1_letter4_chapter9_div4_div9_p1_hi1"/>OTHING<hi eID="novel1_letter4_chapter9_div4_div9_p1_hi1"/>
C15_app2	is more painful	is more painful	is more painful	is more painful	is more painful
C15_app3	<metamark function="insert">^</metamark>than when	to	to	to	to
C15_app4	the	the	the	the	the
C15_app5	<lb n="c56-0108__main__3"/> mind has	human mind, than, after the feelings have	human mind, than, after the feelings have	human mind, than, after the feelings have	human mind, than, after the feelings have
C15_app6	been worked up by a	been worked up by a	been worked up by a	been worked up by a	been worked up by a
C15_app7	quick<lb n="c56-0108__main__4"/><del rend="strikethrough" sID="c56-0108__main__d2e22803"/>S<del eID="c56-0108__main__d2e22803"/>	quick	quick	quick	quick
C15_app8	succession of events,	succession of events,	succession of events,	succession of events,	succession of events,
C15_app9	for a	the	the	the	the
C15_app10	dead	dead	dead	dead	dead
C15_app11	calm <lb n="c56-0108__main__5"/>	calmness	calmness	calmness	calmness
C15_app12	of inaction and certainty	of inaction and certainty	of inaction and certainty	of inaction and certainty	of inaction and certainty
C15_app13	to<lb n="c56-0108__left_margin__1"/> of inaction	which follows,	which follows,	which follows,	which follows,
C15_app14	&	and	and	and	and
C15_app15	certainty <lb n="c56-0108__left_margin__2"/><milestone spanTo="#c56-0108.09" unit="tei:seg" xml:id="c56-0108.07"/>the dead calmness<metamark function="insert">^</metamark>which follows<del rend="strikethrough" sID="c56-0108__main__d2e22845"/>which<del eID="c56-0108__main__d2e22845"/>and<lb n="c56-0108__main__6"/>				
C15_app16	deprives the	deprives the	deprives the	deprives the	deprives the
