App ID	#fMS	#f1818	#fThomas	#f1823	#f1831
C13_app1	<lb n="c56-0073__main__1"/><milestone spanTo="#c56-0073.05" unit="tei:head"/>Chap. 9<shi rend="sup"></shi><lb n="c56-0073__main__2"/> On	<milestone n="6" type="start" unit="chapter"/><head sID="novel1_letter4_chapter6_div4_div6_head1"/>CHAPTER	<milestone n="6" type="start" unit="chapter"/><head sID="novel1_letter4_chapter6_div4_div6_head1"/>CHAPTER	<milestone n="6" type="start" unit="chapter"/><head sID="novel1_letter4_chapter6_div4_div6_head1"/>CHAPTER	<milestone n="7" type="start" unit="chapter"/><head sID="novel1_letter4_chapter7_div4_div7_head1"/>CHAPTER VII.<head eID="novel1_letter4_chapter7_div4_div7_head1"/><p sID="novel1_letter4_chapter7_div4_div7_p1"/>O<hi sID="novel1_letter4_chapter7_div4_div7_p1_hi1"/>N<hi eID="novel1_letter4_chapter7_div4_div7_p1_hi1"/>
C13_app2		VI.<head eID="novel1_letter4_chapter6_div4_div6_head1"/><p sID="novel1_letter4_chapter6_div4_div6_p1"/>O<hi sID="novel1_letter4_chapter6_div4_div6_p1_hi1"/>N<hi eID="novel1_letter4_chapter6_div4_div6_p1_hi1"/>	VI.<head eID="novel1_letter4_chapter6_div4_div6_head1"/><p sID="novel1_letter4_chapter6_div4_div6_p1"/>O<hi sID="novel1_letter4_chapter6_div4_div6_p1_hi1"/>N<hi eID="novel1_letter4_chapter6_div4_div6_p1_hi1"/>	VI.<head eID="novel1_letter4_chapter6_div4_div6_head1"/><p sID="novel1_letter4_chapter6_div4_div6_p1"/>O<hi sID="novel1_letter4_chapter6_div4_div6_p1_hi1"/>N<hi eID="novel1_letter4_chapter6_div4_div6_p1_hi1"/>,	
C13_app3	my	my	my	my	my
C13_app4	return	return,	return,	return,	return,
C13_app5	I found the following letter	I found the following letter	I found the following letter	I found the following letter	I found the following letter
C13_app6	<lb n="c56-0073__main__3"/>				
C13_app7	from my	from my	from my	from my	from my
C13_app8	father. <lb n="c56-0073__main__4"/> To V.–Frankenstein <lb n="c56-0073__main__5"/> Geneva – June 2<shi rend="sup"> d</shi>– 17— <lb n="c56-0073__main__6"/> My	father:—<p eID="novel1_letter4_chapter6_div4_div6_p1"/><ab sID="novel1_letter4_chapter6_div4_div6_ab1"/><hi sID="novel1_letter4_chapter6_div4_div6_ab1_hi1"/>”To<hi eID="novel1_letter4_chapter6_div4_div6_ab1_hi1"/>	father:—<p eID="novel1_letter4_chapter6_div4_div6_p1"/><del sID="novel1_letter4_chapter6_div4_div6_del1"/><ab sID="novel1_letter4_chapter6_div4_div6_del1_ab1"/><hi sID="novel1_letter4_chapter6_div4_div6_del1_ab1_hi1"/>”To<hi eID="novel1_letter4_chapter6_div4_div6_del1_ab1_hi1"/>	father:—<p eID="novel1_letter4_chapter6_div4_div6_p1"/><ab sID="novel1_letter4_chapter6_div4_div6_ab1"/><hi sID="novel1_letter4_chapter6_div4_div6_ab1_hi1"/>”To<hi eID="novel1_letter4_chapter6_div4_div6_ab1_hi1"/>	father:—<p eID="novel1_letter4_chapter7_div4_div7_p1"/><p sID="novel1_letter4_chapter7_div4_div7_p2"/>“My
C13_app9		V.	V.	V.	
C13_app10		F<hi sID="novel1_letter4_chapter6_div4_div6_ab1_hi2"/>RANKENSTEIN<hi eID="novel1_letter4_chapter6_div4_div6_ab1_hi2"/>.<ab eID="novel1_letter4_chapter6_div4_div6_ab1"/><p sID="novel1_letter4_chapter6_div4_div6_p2"/>“<hi sID="novel1_letter4_chapter6_div4_div6_p2_hi1"/>MY	F<hi sID="novel1_letter4_chapter6_div4_div6_del1_ab1_hi2"/>RANKENSTEIN<hi eID="novel1_letter4_chapter6_div4_div6_del1_ab1_hi2"/>.<ab eID="novel1_letter4_chapter6_div4_div6_del1_ab1"/><del eID="novel1_letter4_chapter6_div4_div6_del1"/><p sID="novel1_letter4_chapter6_div4_div6_p2"/>“<hi sID="novel1_letter4_chapter6_div4_div6_p2_hi1"/>MY	F<hi sID="novel1_letter4_chapter6_div4_div6_ab1_hi2"/>RANKENSTEIN<hi eID="novel1_letter4_chapter6_div4_div6_ab1_hi2"/>.<ab eID="novel1_letter4_chapter6_div4_div6_ab1"/><p sID="novel1_letter4_chapter6_div4_div6_p2"/>“<hi sID="novel1_letter4_chapter6_div4_div6_p2_hi1"/>MY	
C13_app11	dear	DEAR	DEAR	DEAR	dear
C13_app12	Victor<milestone unit="tei:p"/><lb n="c56-0073__main__7"/> You	VICTOR<hi eID="novel1_letter4_chapter6_div4_div6_p2_hi1"/>,<p eID="novel1_letter4_chapter6_div4_div6_p2"/><p sID="novel1_letter4_chapter6_div4_div6_p3"/>“You	VICTOR<hi eID="novel1_letter4_chapter6_div4_div6_p2_hi1"/>,<p eID="novel1_letter4_chapter6_div4_div6_p2"/><p sID="novel1_letter4_chapter6_div4_div6_p3"/>“You	VICTOR,<hi eID="novel1_letter4_chapter6_div4_div6_p2_hi1"/><p eID="novel1_letter4_chapter6_div4_div6_p2"/><p sID="novel1_letter4_chapter6_div4_div6_p3"/>“You	Victor,<p eID="novel1_letter4_chapter7_div4_div7_p2"/><p sID="novel1_letter4_chapter7_div4_div7_p3"/>“You
C13_app13	have probably waited	have probably waited	have probably waited	have probably waited	have probably waited
C13_app14	impati<lb n="c56-0073__main__8"/>ently<del rend="strikethrough" sID="c56-0073__main__d2e15520"/>the<del eID="c56-0073__main__d2e15520"/>	impatiently	impatiently	impatiently	impatiently
C13_app15	for	for	for	for	for
C13_app16	<del rend="strikethrough" sID="c56-0073__main__d2e15525"/>the<del eID="c56-0073__main__d2e15525"/>a	a	a	a	a
C13_app17	letter	letter	letter	letter	letter
C13_app18	<del rend="strikethrough" sID="c56-0073__main__d2e15533"/>which was<del eID="c56-0073__main__d2e15533"/>				
C13_app19	to fix <lb n="c56-0073__main__9"/><lb n="c56-0073__left_margin__1"/>the date of your return	to fix the date of your return	to fix the date of your return	to fix the date of your return	to fix the date of your return
C13_app20		to us;	to us;	to us;	to us;
C13_app21	and I was at first tempted	and I was at first tempted	and I was at first tempted	and I was at first tempted	and I was at first tempted
C13_app22	<lb n="c56-0073__main__10"/>				
C13_app23	to write	to write	to write	to write	to write
C13_app24		only	only	only	only
C13_app25	a few	a few	a few	a few	a few
C13_app26	lines <del rend="strikethrough" sID="c56-0073__main__d2e15550"/>only<del eID="c56-0073__main__d2e15550"/><del rend="unmarked" sID="c56-0073__main__d2e15554"/>to<del eID="c56-0073__main__d2e15554"/><del rend="strikethrough" sID="c56-0073__main__d2e15557"/>fix<del eID="c56-0073__main__d2e15557"/><del rend="strikethrough" sID="c56-0073__main__d2e15560"/>that<del eID="c56-0073__main__d2e15560"/>merely	lines, merely	lines, merely	lines, merely	lines, merely
C13_app27	mentioning the	mentioning the	mentioning the	mentioning the	mentioning the
