App ID	#fMS	#f1818	#fThomas	#f1823	#f1831
C21_app1	<milestone unit="tei:p"/><lb n="c57-0037__main__3"/> Such	<milestone n="14" type="start" unit="chapter"/><pb n="098" xml:id="F1818_v2_102"/><head sID="novel1_letter4_chapter14_div4_div15_head1"/>CHAPTER VII.<head eID="novel1_letter4_chapter14_div4_div15_head1"/><p sID="novel1_letter4_chapter14_div4_div15_p1"/>“S<hi sID="novel1_letter4_chapter14_div4_div15_p1_hi1"/>UCH<hi eID="novel1_letter4_chapter14_div4_div15_p1_hi1"/>	<milestone n="14" type="start" unit="chapter"/><pb n="098" xml:id="F1818_v2_102"/><head sID="novel1_letter4_chapter14_div4_div15_head1"/>CHAPTER VII.<head eID="novel1_letter4_chapter14_div4_div15_head1"/><p sID="novel1_letter4_chapter14_div4_div15_p1"/>“S<hi sID="novel1_letter4_chapter14_div4_div15_p1_hi1"/>UCH<hi eID="novel1_letter4_chapter14_div4_div15_p1_hi1"/>	<pb n="30" xml:id="F1823_v2_303"/><milestone n="14" type="start" unit="chapter"/><head sID="novel1_letter4_chapter14_div4_div15_head1"/>CHAPTER III.<head eID="novel1_letter4_chapter14_div4_div15_head1"/><p sID="novel1_letter4_chapter14_div4_div15_p1"/>“S<hi sID="novel1_letter4_chapter14_div4_div15_p1_hi1"/>UCH<hi eID="novel1_letter4_chapter14_div4_div15_p1_hi1"/>	<milestone n="15" type="start" unit="chapter"/><head sID="novel1_letter4_chapter15_div4_div15_head1"/>CHAPTER XV.<head eID="novel1_letter4_chapter15_div4_div15_head1"/><p sID="novel1_letter4_chapter15_div4_div15_p1"/>“S<hi sID="novel1_letter4_chapter15_div4_div15_p1_hi1"/>UCH<hi eID="novel1_letter4_chapter15_div4_div15_p1_hi1"/>
C21_app2	was the history of my beloved cotta<lb n="c57-0037__main__4"/>gers. It	was the history of my beloved cottagers. It	was the history of my beloved cottagers. It	was the history of my beloved cottagers. It	was the history of my beloved cottagers. It
C21_app3	<del rend="strikethrough" sID="c57-0037__main__d3e5962"/>struck<del eID="c57-0037__main__d3e5962"/><metamark function="insert">^</metamark>impressed	impressed	impressed	impressed	impressed
C21_app4	me	me	me	me	me
C21_app5	deeply, <mdel>–</mdel><del rend="strikethrough" sID="c57-0037__main__d3e5980"/>and<del eID="c57-0037__main__d3e5980"/><metamark function="insert">^</metamark><del rend="strikethrough" sID="c57-0037__main__d3e5991"/>prom<del eID="c57-0037__main__d3e5991"/><del rend="strikethrough" sID="c57-0037__main__d3e5997"/>it fr<del eID="c57-0037__main__d3e5997"/>	deeply.	deeply.	deeply.	deeply.
C21_app6	I	I	I	I	I
C21_app7	learned	learned,	learned,	learned,	learned,
C21_app8	from	from	from	from	from
C21_app9	<mdel>it</mdel><metamark function="displacement" xml:id="c57-0037.02">^</metamark><lb n="c57-0037__left_margin__1"/><metamark function="displacement">^</metamark>				
C21_app10	the views	the views	the views	the views	the views
C21_app11	<lb n="c57-0037__left_margin__2"/>				
C21_app12	of social	of social	of social	of social	of social
C21_app13	<lb n="c57-0037__left_margin__3"/>				
C21_app14	life which	life which	life which	life which	life which
C21_app15	<lb n="c57-0037__left_margin__4"/>				
C21_app16	it	it	it	it	it
C21_app17	developed	developed,	developed,	developed,	developed,
C21_app18	to admire	to admire	to admire	to admire	to admire
C21_app19	<lb n="c57-0037__main__5"/>				
C21_app20	their	their	their	their	their
C21_app21	virtues	virtues,	virtues,	virtues,	virtues,
C21_app22	& to deprecate the vices of	and to deprecate the vices of	and to deprecate the vices of	and to deprecate the vices of	and to deprecate the vices of
C21_app23	mankind. <lb n="c57-0037__main__6"/><del rend="strikethrough" sID="c57-0037__main__d3e6040"/>But crimes were distant<del eID="c57-0037__main__d3e6040"/><del instant="true" rend="strikethrough" sID="c57-0037__main__d3e6044"/>But<del eID="c57-0037__main__d3e6044"/><mdel>a</mdel>As	mankind.<p eID="novel1_letter4_chapter14_div4_div15_p1"/><p sID="novel1_letter4_chapter14_div4_div15_p2"/>“As	mankind.<note sID="novel1_letter4_chapter14_div4_div15_p1_note1"/>Thomas copy: pencil mark joins paragraphs.<note eID="novel1_letter4_chapter14_div4_div15_p1_note1"/> “As	mankind.<p eID="novel1_letter4_chapter14_div4_div15_p1"/><p sID="novel1_letter4_chapter14_div4_div15_p2"/>“As	mankind.<p eID="novel1_letter4_chapter15_div4_div15_p1"/><p sID="novel1_letter4_chapter15_div4_div15_p2"/>“As
C21_app24	yet I looked	yet I looked	yet I looked	yet I looked	yet I looked
C21_app25	<lb n="c57-0037__main__7"/>				
C21_app26	upon crime as a distant evil;	upon crime as a distant evil;	upon crime as a distant evil;	upon crime as a distant evil;	upon crime as a distant evil;
C21_app27	<del rend="strikethrough" sID="c57-0037__main__d3e6060"/>but<del eID="c57-0037__main__d3e6060"/><del rend="strikethrough" sID="c57-0037__main__d3e6063"/>for<del eID="c57-0037__main__d3e6063"/>bene<lb n="c57-0037__main__8"/>volence&	benevolence and	benevolence and	benevolence and	benevolence and
C21_app28	generosity were ever present	generosity were ever present	generosity were ever present	generosity were ever present	generosity were ever present
C21_app29	<lb n="c57-0037__main__9"/>				
C21_app30	before	before	before	before	before
