App ID	#f1818	#f1823	#f1831	#fMS	#fThomas
C24_app1	<milestone n="17" type="start" unit="chapter"/><head sID="novel1_letter4_chapter17_div4_div19_head1"/>CHAPTER I.<head eID="novel1_letter4_chapter17_div4_div19_head1"/><p sID="novel1_letter4_chapter17_div4_div19_p1"/>D<hi sID="novel1_letter4_chapter17_div4_div19_p1_hi1"/>AY<hi eID="novel1_letter4_chapter17_div4_div19_p1_hi1"/> 	<milestone n="17" type="start" unit="chapter"/><pb n="89" xml:id="F1823_v2_362"/><head sID="novel1_letter4_chapter17_div4_div18_head1"/>CHAPTER VI.<head eID="novel1_letter4_chapter17_div4_div18_head1"/><p sID="novel1_letter4_chapter17_div4_div18_p1"/>D<hi sID="novel1_letter4_chapter17_div4_div18_p1_hi1"/>AY<hi eID="novel1_letter4_chapter17_div4_div18_p1_hi1"/> 	<milestone n="18" type="start" unit="chapter"/><head sID="novel1_letter4_chapter18_div4_div18_head1"/>CHAPTER XVIII.<head eID="novel1_letter4_chapter18_div4_div18_head1"/><p sID="novel1_letter4_chapter18_div4_div18_p1"/>D<hi sID="novel1_letter4_chapter18_div4_div18_p1_hi1"/>AY<hi eID="novel1_letter4_chapter18_div4_div18_p1_hi1"/> 	<lb n="c57-0074__main__1"/><milestone spanTo="#c57-0074.06" unit="tei:head"/>Chap. 10<shi rend="underline">th</shi><lb n="c57-0074__main__2"/> Day 	<milestone n="17" type="start" unit="chapter"/><head sID="novel1_letter4_chapter17_div4_div19_head1"/>CHAPTER I.<head eID="novel1_letter4_chapter17_div4_div19_head1"/><p sID="novel1_letter4_chapter17_div4_div19_p1"/>D<hi sID="novel1_letter4_chapter17_div4_div19_p1_hi1"/>AY<hi eID="novel1_letter4_chapter17_div4_div19_p1_hi1"/> 
C24_app2	after day, week after 	after day, week after 	after day, week after 	after day, week after 	after day, week after 
C24_app3	week, 	week, 	week, 	week 	week, 
C24_app4	passed away on 	passed away on 	passed away on 	passed away on 	passed away on 
C24_app5				<lb n="c57-0074__main__3"/> 	
C24_app6	my return to 	my return to 	my return to 	my return to 	my return to 
C24_app7	Geneva; 	Geneva; 	Geneva; 	Geneva 	Geneva; 
C24_app8	and I 	and I 	and I 	and I 	and I 
C24_app9	could 	could 	could 	had 	could 
C24_app10	not 	not 	not 	not 	not 
C24_app11	collect 	collect 	collect 		collect 
C24_app12	the 	the 	the 	the 	the 
C24_app13				<lb n="c57-0074__main__4"/> 	
C24_app14	courage to 	courage to 	courage to 	courage to 	courage to 
C24_app15	recommence 	recommence 	recommence 	commence 	recommence 
C24_app16	my work. I feared the 	my work. I feared the 	my work. I feared the 	my work. I feared the 	my work. I feared the 
C24_app17				<lb n="c57-0074__main__5"/> 	
C24_app18	vengeance of the disappointed 	vengeance of the disappointed 	vengeance of the disappointed 	vengeance of the disappointed 	vengeance of the disappointed 
C24_app19	fiend, 	fiend, 	fiend, 	fiend 	fiend, 
C24_app20	yet 	yet 	yet 	yet 	yet 
C24_app21				<lb n="c57-0074__main__6"/> 	
C24_app22	I 	I 	I 	I 	I 
C24_app23				<del rend="strikethrough" sID="c57-0074__main__d3e14709"/>could not<del eID="c57-0074__main__d3e14709"/>I 	
C24_app24	was unable to overcome my repugnance 	was unable to overcome my repugnance 	was unable to overcome my repugnance 	was unable to overcome my repugnance 	was unable to overcome my repugnance 
C24_app25	to the task which was enjoined me. I found that I could not compose a female without again devoting several months to profound study and 	to the task which was enjoined me. I found that I could not compose a female without again devoting several months to profound study and 	to the task which was enjoined me. I found that I could not compose a female without again devoting several months to profound study and 		to the task which was enjoined me. I found that I could not compose a female without again devoting several months to profound study and 
C24_app26	labo<pb n="002" xml:id="F1818_v3_006"/>rious 	laborious 	laborious 		labo<pb n="002" xml:id="F1818_v3_006"/>rious 
C24_app27	disquisition. I had heard of some discoveries having been made by 	disquisition. I had heard of some discoveries having been made by 	disquisition. I had heard of some discoveries having been made by 		disquisition. I had heard of some discoveries having been made by 
C24_app28	an 	<pb n="90" xml:id="F1823_v2_363"/>an 	an 		an 
C24_app29	English philosopher, the knowledge of which was material to my success, and I sometimes thought of obtaining my father’s consent to visit England for this purpose; but I clung 	English philosopher, the knowledge of which was material to my success, and I sometimes thought of obtaining my father’s consent to visit England for this purpose; but I clung 	English philosopher, the knowledge of which was material to my success, and I sometimes thought of obtaining my father’s consent to visit England for this purpose; but I clung 		English philosopher, the knowledge of which was material to my success, and I sometimes thought of obtaining my father’s consent to visit England for this purpose; but I clung 
C24_app30	to 	to 	to 	<metamark function="insert">^</metamark>to 	to 
C24_app31	every pretence of delay, and 	every pretence of delay, and 	every pretence of delay, and 		every pretence of delay, and 
C24_app32	could not resolve 	could not resolve 	shrunk from taking 		could not resolve 
C24_app33			the 	the 	
