App ID	#fMS	#f1818	#fThomas	#f1823	#f1831
C17_app1	<milestone spanTo="#c57-0002.07" unit="tei:head"/><lb n="c57-0002__main__1"/> Vol. II <lb n="c57-0002__main__2"/> Chap I<milestone unit="tei:p"/><lb n="c57-0002__main__3"/> "It	<milestone n="10" type="start" unit="chapter"/><pb n="032" xml:id="F1818_v2_036"/><head sID="novel1_letter4_chapter10_div4_div11_head1"/>CHAPTER III.<head eID="novel1_letter4_chapter10_div4_div11_head1"/><p sID="novel1_letter4_chapter10_div4_div11_p1"/>	<milestone n="10" type="start" unit="chapter"/><pb n="032" xml:id="F1818_v2_036"/><head sID="novel1_letter4_chapter10_div4_div11_head1"/>CHAPTER III.<head eID="novel1_letter4_chapter10_div4_div11_head1"/><p sID="novel1_letter4_chapter10_div4_div11_p1"/>	<milestone n="10" type="start" unit="chapter"/><head sID="novel1_letter4_chapter10_div4_div10_head1"/>CHAPTER X.<head eID="novel1_letter4_chapter10_div4_div10_head1"/><p sID="novel1_letter4_chapter10_div4_div10_p1"/>“I<hi sID="novel1_letter4_chapter10_div4_div10_p1_hi1"/>T<hi eID="novel1_letter4_chapter10_div4_div10_p1_hi1"/>	<milestone n="11" type="start" unit="chapter"/><head sID="novel1_letter4_chapter11_div4_div11_head1"/>CHAPTER XI.<head eID="novel1_letter4_chapter11_div4_div11_head1"/><p sID="novel1_letter4_chapter11_div4_div11_p1"/>
C17_app2		“I<hi sID="novel1_letter4_chapter10_div4_div11_p1_hi1"/>T<hi eID="novel1_letter4_chapter10_div4_div11_p1_hi1"/>	“I<hi sID="novel1_letter4_chapter10_div4_div11_p1_hi1"/>T<hi eID="novel1_letter4_chapter10_div4_div11_p1_hi1"/>		“I<hi sID="novel1_letter4_chapter11_div4_div11_p1_hi1"/>T<hi eID="novel1_letter4_chapter11_div4_div11_p1_hi1"/>
C17_app3	is with	is with	is with	is with	is with
C17_app4		considerable	considerable	considerable	considerable
C17_app5	difficulty that I remember	difficulty that I remember	difficulty that I remember	difficulty that I remember	difficulty that I remember
C17_app6	<lb n="c57-0002__main__4"/>				
C17_app7	the	the	the	the	the
C17_app8		original	original	original	original
C17_app9	æra	æra	æra	æra	era
C17_app10	of my	of my	of my	of my	of my
C17_app11	<del rend="strikethrough" sID="c57-0002__main__d3e35"/>cr<del eID="c57-0002__main__d3e35"/> being.	being:	being:	being:	being:
C17_app12	All the events of	all the events of	all the events of	all the events of	all the events of
C17_app13	<lb n="c57-0002__main__5"/>				
C17_app14	that period appear confused & indistinct.	that period appear confused and indistinct.	that period appear confused and indistinct.	that period appear confused and indistinct.	that period appear confused and indistinct.
C17_app15	<lb n="c57-0002__main__6"/><del rend="strikethrough" sID="c57-0002__main__d3e42"/>I know only that I felt a strange<del eID="c57-0002__main__d3e42"/>				
C17_app16	A strange	A strange	A strange	A strange	A strange
C17_app17	<lb n="c57-0002__main__7"/> sensation <del rend="strikethrough" sID="c57-0002__main__d3e51"/>sea<del eID="c57-0002__main__d3e51"/>	multiplicity of sensations	multiplicity of sensations	multiplicity of sensations	multiplicity of sensations
C17_app18	seized	seized	seized	seized	seized
C17_app19	me <del rend="strikethrough" sID="c57-0002__main__d3e54"/>and a it appeared<del eID="c57-0002__main__d3e54"/><lb n="c57-0002__main__8"/>	me, and	me, and	me, and	me, and
C17_app20	I saw,	I saw,	I saw,	I saw,	I saw,
C17_app21	felt heard	felt, heard,	felt, heard,	felt, heard,	felt, heard,
C17_app22	and	and	and	and	and
C17_app23	smelt	smelt,	smelt,	smelt,	smelt,
C17_app24	at the same	at the same	at the same	at the same	at the same
C17_app25	<lb n="c57-0002__main__9"/> time	time;	time;	time;	time;
C17_app26	and it	and it	and it	and it	and it
C17_app27	was indeed	was, indeed,	was, indeed,	was, indeed,	was, indeed,
C17_app28	a long time be<lb n="c57-0002__main__10"/>fore I learned to distinguish between the	a long time before I learned to distinguish between the	a long time before I learned to distinguish between the	a long time before I learned to distinguish between the	a long time before I learned to distinguish between the
C17_app29	<lb n="c57-0002__main__11"/><lb n="c57-0002__left_margin__1"/><del rend="strikethrough" sID="c57-0002__left_margin__d3e76"/>various <del eID="c57-0002__left_margin__d3e76"/><del rend="unmarked" sID="c57-0002__main__d3e83"/><del eID="c57-0002__main__d3e83"/>operations	operations	operations	operations	operations
C17_app30	of my various senses. By	of my various senses. By	of my various senses. By	of my various senses. By	of my various senses. By
C17_app31	degrees <lb n="c57-0002__main__12"/>	degrees,	degrees,	degrees,	degrees,
C17_app32	I	I	I	I	I
C17_app33	remember	remember,	remember,	remember,	remember,
C17_app34	a stronger light pressed upon	a stronger light pressed upon	a stronger light pressed upon	a stronger light pressed upon	a stronger light pressed upon
C17_app35	<lb n="c57-0002__main__13"/>				
C17_app36	my	my	my	my	my
C17_app37	nerves <del rend="strikethrough" sID="c57-0002__main__d3e97"/>and<del eID="c57-0002__main__d3e97"/>	nerves,	nerves,	nerves,	nerves,
C17_app38	so that I was obliged to	so that I was obliged to	so that I was obliged to	so that I was obliged to	so that I was obliged to
C17_app39	close <lb n="c57-0002__main__14"/>	shut	shut	shut	shut
C17_app40	my eyes. Darkness then came over	my eyes. Darkness then came over	my eyes. Darkness then came over	my eyes. Darkness then came over	my eyes. Darkness then came over
C17_app41	me <lb n="c57-0002__main__15"/>	me,	me,	me,	me,
C17_app42	and troubled	and troubled	and troubled	and troubled	and troubled
C17_app43	me.–	me;	me;	me;	me;
C17_app44	But	but	but	but	but
C17_app45		<pb n="033" xml:id="F1818_v2_037"/>	<pb n="033" xml:id="F1818_v2_037"/>		
C17_app46	hardly had I felt	hardly had I felt	hardly had I felt	hardly had I felt	hardly had I felt
C17_app47	<lb n="c57-0002__main__16"/> this when (by	this, when, by	this, when, by	this, when, by	this, when, by
C17_app48	opening my	opening my	opening my	opening my	opening my
C17_app49	eyes	eyes,	eyes,	eyes,	eyes,
C17_app50	as I now	as I now	as I now	as I now	as I now
C17_app51	suppose) <lb n="c57-0002__main__17"/>	suppose,	suppose,	suppose,	suppose,
C17_app52	the light	the light	the light	the light	the light
C17_app53	poured	poured	poured	<pb n="214" xml:id="F1823_v1_233"/>poured	poured
C17_app54	in upon me	in upon me	in upon me	in upon me	in upon me
C17_app55	again–	again.	again.	again.	again.
C17_app56	I	I	I	I	I
C17_app57	walked <lb n="c57-0002__main__18"/> and	walked, and,	walked, and,	walked, and,	walked, and,
C17_app58	I	I	I	I	I
C17_app59	believe	believe,	believe,	believe,	believe,
C17_app60	descended; but	descended; but	descended; but	descended; but	descended; but
C17_app61	presently				
C17_app62	I	I	I	I	I
C17_app63		presently	presently	presently	presently
C17_app64	found	found	found	found	found
C17_app65	<lb n="c57-0002__main__19"/>				
C17_app66	a great	a great	a great	a great	a great
C17_app67	<del rend="strikethrough" sID="c57-0002__main__d3e115"/>difference<del eID="c57-0002__main__d3e115"/>alteration	alteration	alteration	alteration	alteration
C17_app68	in my	in my	in my	in my	in my
C17_app69	sensations; before <lb n="c57-0002__main__20"/>	sensations. Before,	sensations. Before,	sensations. Before,	sensations. Before,
C17_app70	dark	dark	dark	dark	dark
C17_app71		and	and	and	and
C17_app72	opaque bodies had surrounded me,<lb n="c57-0002__main__21"/> impervious to my touch or	opaque bodies had surrounded me, impervious to my touch or	opaque bodies had surrounded me, impervious to my touch or	opaque bodies had surrounded me, impervious to my touch or	opaque bodies had surrounded me, impervious to my touch or
C17_app73	sight – and	sight; but	sight; but	sight; but	sight; but
C17_app74	I	I	I	I	I
C17_app75	<lb n="c57-0002__main__22"/>				
C17_app76	now found that I could wander on at	now found that I could wander on at	now found that I could wander on at	now found that I could wander on at	now found that I could wander on at
C17_app77	liberty <lb n="c57-0002__main__23"/>	liberty,	liberty,	liberty,	liberty,
C17_app78	with no obstacles which I could not either	with no obstacles which I could not either	with no obstacles which I could not either	with no obstacles which I could not either	with no obstacles which I could not either
C17_app79	<lb n="c57-0002__main__24"/>				
C17_app80	surmount or	surmount or	surmount or	surmount or	surmount or
C17_app81	avoid–	avoid.	avoid.	avoid.	avoid.
C17_app82	The light	The light	The light	The light	The light
C17_app83	<del rend="strikethrough" sID="c57-0002__main__d3e136"/>be<del eID="c57-0002__main__d3e136"/>				
C17_app84	became	became	became	became	became
C17_app85	<metamark function="insert">^</metamark>more&<lb n="c57-0002__main__25"/>	more and	more and	more and	more and
C17_app86	more	more	more	more	more
C17_app87	opressive	oppressive	oppressive	oppressive	oppressive
C17_app88	to	to	to	to	to
C17_app89	me and	me; and,	me; and,	me; and,	me; and,
C17_app90	the heat wearying	the heat wearying	the heat wearying	the heat wearying	the heat wearying
C17_app91	<lb n="c57-0002__main__26"/>				
